0.312500	0.270108
0.294118	0.272770
0.187500	0.279720
0.187500	0.266661
0.312500	0.270108
0.294118	0.272770
0.250000	0.259361
0.294118	0.272770
0.250000	0.238386
0.250000	0.222222
0.312500	0.270108
0.294118	0.272770
0.187500	0.279720
0.187500	0.266661
0.312500	0.270108
0.294118	0.272770
0.250000	0.259361
0.294118	0.272770
0.250000	0.238386
0.250000	0.222222
0.312500	0.270108
0.294118	0.272770
0.187500	0.279720
0.187500	0.266661
0.312500	0.270108
0.294118	0.272770
0.250000	0.259361
0.294118	0.272770
0.250000	0.238386
0.250000	0.222222
0.312500	0.270108
0.294118	0.272770
0.187500	0.279720
0.187500	0.266661
0.312500	0.270108
0.294118	0.272770
0.250000	0.259361
0.294118	0.272770
0.250000	0.238386
0.250000	0.222222
0.312500	0.270108
0.294118	0.272770
0.187500	0.279720
0.187500	0.266661
0.312500	0.270108
0.294118	0.272770
0.250000	0.259361
0.294118	0.272770
0.250000	0.238386
0.250000	0.222222
0.250000	0.125000
0.235294	0.174204
0.125000	0.114511
0.125000	0.113620
0.250000	0.125000
0.235294	0.174204
0.187500	0.197364
0.235294	0.174204
0.187500	0.138750
0.187500	0.196250
0.312500	0.270108
0.294118	0.272770
0.187500	0.279720
0.187500	0.266661
0.312500	0.270108
0.294118	0.272770
0.250000	0.259361
0.294118	0.272770
0.250000	0.238386
0.250000	0.222222
0.250000	0.144170
0.235294	0.178829
0.125000	0.144170
0.125000	0.189855
0.250000	0.144170
0.235294	0.178829
0.250000	0.144170
0.235294	0.178829
0.187500	0.172355
0.187500	0.187500
0.312500	0.270108
0.294118	0.272770
0.187500	0.279720
0.187500	0.266661
0.312500	0.270108
0.294118	0.272770
0.250000	0.259361
0.294118	0.272770
0.250000	0.238386
0.250000	0.222222
0.312500	0.270108
0.294118	0.272770
0.187500	0.279720
0.187500	0.266661
0.312500	0.270108
0.294118	0.272770
0.250000	0.259361
0.294118	0.272770
0.250000	0.238386
0.250000	0.222222
0.312500	0.270108
0.294118	0.272770
0.187500	0.279720
0.187500	0.266661
0.312500	0.270108
0.294118	0.272770
0.250000	0.259361
0.294118	0.272770
0.250000	0.238386
0.250000	0.222222
0.312500	0.270108
0.294118	0.272770
0.187500	0.279720
0.187500	0.266661
0.312500	0.270108
0.294118	0.272770
0.250000	0.259361
0.294118	0.272770
0.250000	0.238386
0.250000	0.222222
0.312500	0.270108
0.294118	0.272770
0.187500	0.279720
0.187500	0.266661
0.312500	0.270108
0.294118	0.272770
0.250000	0.259361
0.294118	0.272770
0.250000	0.238386
0.250000	0.222222
0.312500	0.270108
0.294118	0.272770
0.187500	0.279720
0.187500	0.266661
0.312500	0.270108
0.294118	0.272770
0.250000	0.259361
0.294118	0.272770
0.250000	0.238386
0.250000	0.222222
0.312500	0.270108
0.294118	0.272770
0.187500	0.279720
0.187500	0.266661
0.312500	0.270108
0.294118	0.272770
0.250000	0.259361
0.294118	0.272770
0.250000	0.238386
0.250000	0.222222
0.312500	0.270108
0.294118	0.272770
0.187500	0.279720
0.187500	0.266661
0.312500	0.270108
0.294118	0.272770
0.250000	0.259361
