0.8181818181818181|11|11|1|52|13|0.0|1.0|2|3
0.8181818181818181|11|11|1|52|11|0.0|1.0|2|3
0.8181818181818181|11|11|1|52|13|0.0|1.0|2|3
0.8181818181818181|11|11|1|52|11|0.0|1.0|2|3
0.8571428571428572|13|14|0|88|7|0.3333333333333333|0.6666666666666667|2|3
0.9|10|9|0|56|25|0.6666666666666666|0.33333333333333337|1|3
0.8823529411764706|17|17|1|86|9|0.0|1.0|1|2
0.8823529411764706|17|17|1|86|9|0.0|1.0|1|2
0.8823529411764706|17|17|1|86|9|0.0|1.0|1|2
0.8823529411764706|17|17|1|86|9|0.0|1.0|1|2
0.9285714285714286|14|14|1|73|10|0.0|1.0|2|3
0.8333333333333334|6|6|0|33|13|0.6666666666666666|0.33333333333333337|2|3
0.8888888888888888|9|9|1|750|6|0.0|1.0|2|3
0.8823529411764706|17|17|1|72|7|0.0|1.0|2|3
0.8333333333333334|6|6|0|38|27|1.0|0.0|2|3
0.8571428571428572|7|7|1|35|9|0.0|1.0|2|3
0.8|10|10|1|59|14|0.0|1.0|2|3
0.8|10|10|1|59|11|0.0|1.0|2|3
0.8|10|10|1|59|14|0.0|1.0|2|3
0.8|10|10|1|59|11|0.0|1.0|2|3
0.8823529411764706|17|17|1|86|9|0.0|1.0|1|2
0.8823529411764706|17|17|0|86|9|0.5|0.5|1|2
0.8823529411764706|17|17|1|86|9|0.0|1.0|1|2
0.8823529411764706|17|17|0|86|9|0.5|0.5|1|2
